longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,price_income_ratio
-117.9,33.71,16,4208,630.0,2592,662,6.1966,260500,<1H OCEAN,4.203918277765226
-117.89,33.71,23,1422,260.0,1092,263,4.7422,202400,<1H OCEAN,4.268061237400362
-117.89,33.71,24,4365,804.0,2663,753,4.5814,233300,<1H OCEAN,5.092329855502685
-117.9,33.71,16,1917,317.0,1324,351,6.2488,252000,<1H OCEAN,4.032774292664191
-117.89,33.71,16,1591,225.0,926,239,6.2452,266300,<1H OCEAN,4.2640748094536605
-117.9,33.71,15,539,71.0,287,66,6.3427,305200,<1H OCEAN,4.811830923739102
-117.92,33.7,15,3201,,1510,622,4.2708,161700,<1H OCEAN,3.786175892104523
-117.91,33.71,16,3113,783.0,1719,715,3.6505,145700,<1H OCEAN,3.991234077523627
-117.89,33.7,13,1857,572.0,838,525,3.2386,129200,<1H OCEAN,3.9893781263508923
-117.9,33.7,12,4695,1110.0,2153,989,4.6483,190800,<1H OCEAN,4.104726459135598
-117.9,33.7,15,2289,686.0,982,634,4.5757,162500,<1H OCEAN,3.5513691894136414
-117.86,33.73,31,1115,268.0,1369,259,3.5694,150500,<1H OCEAN,4.216394912310192
-117.86,33.72,31,1194,297.0,1602,306,2.3333,157700,<1H OCEAN,6.758667980971157
-117.87,33.72,39,3167,669.0,2789,619,3.5902,165900,<1H OCEAN,4.6209124839841795
-117.87,33.72,37,2216,497.0,2445,506,3.8421,174000,<1H OCEAN,4.52877332708675
-117.86,33.72,37,1429,428.0,2089,399,3.413,150600,<1H OCEAN,4.412540287137416
-117.86,33.72,32,1461,340.0,1909,346,3.5511,159100,<1H OCEAN,4.480301878291233
-117.85,33.73,28,1499,574.0,3328,595,2.4539,115000,<1H OCEAN,4.686417539427034
-117.84,33.73,20,2572,732.0,1534,669,2.4211,175000,<1H OCEAN,7.228119449836851
-117.84,33.74,22,6072,1802.0,4715,1666,3.1353,121400,<1H OCEAN,3.8720377635314005
-117.84,33.74,24,1752,407.0,910,427,3.3611,134600,<1H OCEAN,4.004641337657315
-117.84,33.74,25,1818,577.0,1426,532,3.2104,112500,<1H OCEAN,3.504236232245203
-117.83,33.74,23,1818,522.0,958,485,2.6771,131500,<1H OCEAN,4.912031676067387
-117.86,33.75,5,187,49.0,207,51,1.8,154200,<1H OCEAN,8.566666666666666
-117.86,33.75,31,1761,515.0,1810,468,1.9309,173400,<1H OCEAN,8.980268268682998
-117.86,33.75,6,1565,599.0,3157,629,2.9271,123200,<1H OCEAN,4.208944006012778
-117.86,33.76,15,851,297.0,1326,254,2.8289,117500,<1H OCEAN,4.153557920039591
-117.85,33.74,19,1248,357.0,1214,328,2.7059,159800,<1H OCEAN,5.905613659041354
-117.85,33.75,27,2311,632.0,2936,609,2.5651,171400,<1H OCEAN,6.682000701727028
-117.86,33.74,9,525,171.0,1257,165,3.375,165300,<1H OCEAN,4.897777777777778
-117.86,33.74,32,691,151.0,926,148,4.125,175900,<1H OCEAN,4.264242424242425
-117.85,33.74,26,2589,1003.0,5756,983,2.1992,170800,<1H OCEAN,7.766460531102219
-117.86,33.73,23,407,108.0,647,96,3.775,177400,<1H OCEAN,4.699337748344371
-117.86,33.73,30,2651,572.0,3249,552,3.7202,182100,<1H OCEAN,4.8948981237567875
-117.86,33.73,26,1702,456.0,2776,463,2.6385,180200,<1H OCEAN,6.829638051923442
-117.87,33.74,31,2338,652.0,3289,631,2.6734,158500,<1H OCEAN,5.92877983092691
-117.87,33.73,45,2264,,1970,499,3.4193,177000,<1H OCEAN,5.176498113648993
-117.87,33.74,52,2411,526.0,2165,521,3.415,172500,<1H OCEAN,5.051244509516837
-117.86,33.74,38,2415,642.0,3242,599,3.425,165600,<1H OCEAN,4.835036496350365
-117.86,33.73,38,2284,511.0,2451,504,3.3125,159100,<1H OCEAN,4.8030188679245285
-117.86,33.74,34,2254,630.0,2984,625,2.5,162500,<1H OCEAN,6.5
-117.89,33.73,33,1308,375.0,2175,347,3.0824,177400,<1H OCEAN,5.755255644951986
-117.9,33.73,32,2930,833.0,5116,854,3.7147,164100,<1H OCEAN,4.417584192532371
-117.9,33.73,30,746,172.0,1048,163,4.1,166400,<1H OCEAN,4.058536585365854
-117.88,33.73,33,2291,594.0,3232,589,3.2037,163500,<1H OCEAN,5.103474108062553
-117.88,33.73,36,2471,498.0,2594,475,3.75,170500,<1H OCEAN,4.546666666666667
-117.89,33.75,31,1205,280.0,1476,301,4.0231,139200,<1H OCEAN,3.460018393775944
-117.89,33.74,32,1562,365.0,2145,347,2.9167,158400,<1H OCEAN,5.430795076627696
-117.89,33.74,34,1759,353.0,2083,330,3.2292,160600,<1H OCEAN,4.973368016846278
-117.9,33.75,28,1346,291.0,1575,278,3.425,159500,<1H OCEAN,4.656934306569343
-117.9,33.74,19,1566,379.0,1032,330,2.2105,180400,<1H OCEAN,8.161049536304004
-117.9,33.74,18,1884,442.0,1915,442,2.3783,166700,<1H OCEAN,7.009208257999411
-117.91,33.74,25,4273,965.0,2946,922,2.9926,183200,<1H OCEAN,6.121767025329145
-117.91,33.73,26,2413,512.0,2867,509,4.7639,179900,<1H OCEAN,3.7763177228741163
-117.9,33.73,26,1324,314.0,1804,311,3.9659,178500,<1H OCEAN,4.500869916034191
-117.9,33.74,24,2932,955.0,5516,911,2.7535,111000,<1H OCEAN,4.0312329762120935
-117.9,33.74,25,808,163.0,1066,189,4.7679,173100,<1H OCEAN,3.6305291637827977
-117.9,33.74,24,1435,494.0,3171,504,3.0833,151700,<1H OCEAN,4.9200531897642135
-117.89,33.74,32,660,145.0,959,113,3.75,159000,<1H OCEAN,4.24
-117.89,33.74,33,619,139.0,1217,146,4.6875,154400,<1H OCEAN,3.2938666666666667
-117.89,33.73,32,728,134.0,837,135,4.0769,163900,<1H OCEAN,4.020211435159067
-117.88,33.75,10,1823,590.0,2176,548,1.5026,151800,<1H OCEAN,10.102489019033674
-117.88,33.74,29,720,174.0,1045,181,3.1964,151900,<1H OCEAN,4.752221248905018
-117.88,33.74,16,1444,446.0,2329,441,3.1691,159400,<1H OCEAN,5.029819191568585
-117.88,33.74,31,1120,296.0,1718,268,2.8077,140300,<1H OCEAN,4.996972611033942
-117.87,33.74,16,1243,365.0,1925,376,2.7632,158900,<1H OCEAN,5.7505790387956
-117.88,33.74,19,2261,642.0,3545,635,2.5224,148500,<1H OCEAN,5.887250237868695
-117.88,33.74,25,1799,557.0,3416,538,3.0083,163500,<1H OCEAN,5.434963268291061
-117.87,33.76,6,2992,1194.0,3800,1130,2.246,183300,<1H OCEAN,8.161175422974177
-117.87,33.75,14,5526,1916.0,6799,1796,2.6561,144400,<1H OCEAN,5.43654229885923
-117.87,33.75,18,697,255.0,812,221,2.6635,162500,<1H OCEAN,6.100994931481134
-117.86,33.75,39,275,87.0,554,103,3.5972,158000,<1H OCEAN,4.392305126209274
-117.86,33.75,13,1632,598.0,3356,659,1.5054,137500,<1H OCEAN,9.133785040520792
-117.87,33.75,12,2782,1077.0,1968,795,0.971,102500,<1H OCEAN,10.556127703398559
-117.87,33.75,26,411,114.0,448,95,1.7019,350000,<1H OCEAN,20.565250602268055
-117.88,33.76,37,2988,677.0,2354,666,3.4345,235500,<1H OCEAN,6.85689328868831
-117.88,33.76,17,1768,474.0,1079,436,1.7823,205300,<1H OCEAN,11.518823991471693
-117.88,33.75,50,1344,228.0,747,234,4.5125,195400,<1H OCEAN,4.330193905817175
-117.88,33.75,34,3004,673.0,5477,640,2.8342,187200,<1H OCEAN,6.605038458824359
-117.9,33.76,26,2678,702.0,3262,685,3.6953,176800,<1H OCEAN,4.784455930506319
-117.9,33.75,32,1893,431.0,2245,426,3.7143,163000,<1H OCEAN,4.388444659828232
-117.89,33.76,36,2656,572.0,2370,571,3.8056,177200,<1H OCEAN,4.6562959848644105
-117.89,33.75,34,2753,654.0,3117,631,3.1713,170100,<1H OCEAN,5.36373096206603
-117.88,33.78,26,1813,421.0,1235,343,3.5972,187500,<1H OCEAN,5.212387412431892
-117.88,33.77,31,2549,355.0,1044,362,6.9737,288800,<1H OCEAN,4.1412736423993
-117.88,33.78,26,3141,670.0,1572,724,3.3472,237400,<1H OCEAN,7.0924952198852775
-117.89,33.77,32,2342,570.0,1445,453,4.1951,195000,<1H OCEAN,4.648280136349551
-117.89,33.77,35,1799,343.0,1239,368,3.9219,189600,<1H OCEAN,4.834391493918764
-117.89,33.76,34,1050,210.0,723,201,4.8,192700,<1H OCEAN,4.014583333333333
-117.87,33.77,52,2512,356.0,978,365,8.0784,320300,<1H OCEAN,3.9648940384234503
-117.87,33.76,37,4943,851.0,2164,788,4.1071,311300,<1H OCEAN,7.579557351902802
-117.86,33.77,39,4159,655.0,1669,651,4.6111,240300,<1H OCEAN,5.211337858645441
-117.86,33.76,34,3153,561.0,1679,532,4.7083,205300,<1H OCEAN,4.36038485228214
-117.84,33.76,14,1458,423.0,615,365,4.2798,218800,<1H OCEAN,5.112388429365859
-117.85,33.76,26,2312,525.0,1273,437,2.8828,204700,<1H OCEAN,7.100735396142639
-117.84,33.76,16,238,51.0,93,50,5.375,215700,<1H OCEAN,4.013023255813954
-117.84,33.76,22,378,78.0,196,81,3.6806,219400,<1H OCEAN,5.9609846220724885
-117.84,33.75,16,4367,1161.0,2164,1005,4.0214,139500,<1H OCEAN,3.4689411647684887
-117.85,33.76,33,1866,327.0,1053,371,4.5461,213800,<1H OCEAN,4.702932183629924
-117.84,33.77,14,4412,952.0,1656,874,4.3292,206500,<1H OCEAN,4.769934398965167
-117.85,33.77,23,5928,1204.0,3570,1150,4.0398,233100,<1H OCEAN,5.770087628100402
-117.84,33.77,26,3350,581.0,1314,550,3.5195,249100,<1H OCEAN,7.077709901974712
-117.84,33.76,26,2110,409.0,1146,407,4.3698,229600,<1H OCEAN,5.254245045539841
-117.83,33.75,22,6433,1174.0,2703,1125,4.9957,296400,<1H OCEAN,5.933102468122585
-117.82,33.75,30,2910,535.0,1270,489,4.6161,236500,<1H OCEAN,5.1233725439223585
-117.82,33.75,24,893,209.0,342,197,2.8261,146500,<1H OCEAN,5.183822228512791
-117.82,33.74,25,2720,680.0,1559,631,3.0958,137800,<1H OCEAN,4.45119193746366
-117.83,33.75,34,2660,601.0,1475,567,3.4152,210200,<1H OCEAN,6.1548371984071215
-117.81,33.75,23,3498,636.0,1574,642,5.021,252200,<1H OCEAN,5.022903804023103
-117.8,33.74,30,3569,551.0,1540,537,5.2998,247200,<1H OCEAN,4.664326955734179
-117.81,33.73,19,5471,1345.0,2828,1247,3.5719,252800,<1H OCEAN,7.077465774517764
-117.81,33.74,24,2696,649.0,1908,626,3.3047,216900,<1H OCEAN,6.563379429297667
-117.81,33.73,19,4022,975.0,2334,954,3.0305,140600,<1H OCEAN,4.639498432601881
-117.81,33.73,23,3056,556.0,1508,555,4.7273,234200,<1H OCEAN,4.954202187295074
-117.82,33.73,23,2542,772.0,1720,675,3.8703,137000,<1H OCEAN,3.5397772782471644
-117.82,33.73,24,845,190.0,482,190,4.7039,225000,<1H OCEAN,4.78326495036034
-117.82,33.73,27,1270,258.0,809,264,5.0162,223000,<1H OCEAN,4.445596268091383
-117.83,33.74,23,6114,1623.0,4088,1521,3.0382,183600,<1H OCEAN,6.043051806990983
-117.83,33.73,20,5768,1597.0,4853,1465,3.5387,160400,<1H OCEAN,4.5327380111340325
-117.8,33.76,27,2655,345.0,1017,335,6.9014,366800,<1H OCEAN,5.31486365085345
-117.79,33.76,25,2037,252.0,796,249,11.0546,487200,<1H OCEAN,4.407215095978144
-117.79,33.75,26,2893,345.0,983,326,13.466,500001,<1H OCEAN,3.7130625278479132
-117.79,33.75,26,2955,377.0,1074,373,9.3845,500001,<1H OCEAN,5.3279450157174075
-117.8,33.75,29,3058,488.0,1197,474,5.3903,286600,<1H OCEAN,5.316958239801124
-117.8,33.74,33,2890,453.0,1300,452,6.5616,290200,<1H OCEAN,4.422701780053646
-117.81,33.75,25,2365,471.0,1197,458,3.7031,227800,<1H OCEAN,6.1516027112419325
-117.79,33.77,23,3596,451.0,1292,458,8.5403,451300,<1H OCEAN,5.284357692352728
-117.79,33.77,21,4349,553.0,1680,519,6.9014,439000,<1H OCEAN,6.361028197177384
-117.78,33.76,25,2260,261.0,719,254,11.4537,500001,<1H OCEAN,4.365410304093873
-117.78,33.78,6,9792,1283.0,3744,1179,10.1714,481500,<1H OCEAN,4.73386161197082
-117.76,33.79,4,8974,1268.0,3754,1241,8.2653,374000,<1H OCEAN,4.524941623413548
-117.77,33.76,19,3532,402.0,1200,426,11.0124,500001,<1H OCEAN,4.540345428789364
-117.82,33.77,32,2308,301.0,967,320,7.0565,324600,<1H OCEAN,4.600014171331397
-117.83,33.77,22,2956,642.0,1342,558,4.1151,203200,<1H OCEAN,4.937911593885932
-117.83,33.77,26,4931,853.0,2249,818,4.275,285400,<1H OCEAN,6.6760233918128655
-117.82,33.76,27,3230,449.0,1193,448,6.5308,287800,<1H OCEAN,4.406810804189379
-117.82,33.77,27,2578,314.0,976,340,7.1882,359200,<1H OCEAN,4.9970785453938396
-117.82,33.76,33,2774,428.0,1229,407,6.2944,265600,<1H OCEAN,4.219623792577528
-117.81,33.76,32,2053,339.0,835,323,5.5654,281800,<1H OCEAN,5.063427606281669
-117.8,33.77,29,5436,707.0,2046,685,8.7496,349500,<1H OCEAN,3.994468318551706
-117.81,33.77,31,4624,624.0,1852,635,7.2392,334600,<1H OCEAN,4.622057685932147
-117.81,33.83,8,7326,884.0,2569,798,10.157,477100,<1H OCEAN,4.697253125923009
-117.83,33.83,13,3759,489.0,1496,499,8.3818,377600,<1H OCEAN,4.5049989262449595
-117.83,33.83,23,2775,547.0,1226,510,3.6707,231400,<1H OCEAN,6.303974718718501
-117.82,33.8,15,3207,647.0,1414,595,4.0484,165600,<1H OCEAN,4.090504890821065
-117.83,33.79,29,1454,236.0,724,262,4.8542,218100,<1H OCEAN,4.493016356969223
-117.82,33.79,26,2641,633.0,3657,617,4.1339,222300,<1H OCEAN,5.377488570115387
-117.83,33.8,30,4713,758.0,2271,730,5.8622,221000,<1H OCEAN,3.7699157312954186
-117.83,33.8,31,2016,409.0,1095,405,3.8681,196000,<1H OCEAN,5.0670872004343215
-117.84,33.79,37,2733,460.0,1378,476,5.3041,235700,<1H OCEAN,4.443732207160498
-117.83,33.79,25,2070,513.0,1078,460,2.9312,220100,<1H OCEAN,7.508870087336245
-117.84,33.79,34,2590,603.0,1658,608,2.378,199600,<1H OCEAN,8.393608074011775
-117.84,33.78,26,2577,434.0,1086,432,4.6125,229200,<1H OCEAN,4.96910569105691
-117.84,33.78,24,3817,787.0,1656,713,4.25,248000,<1H OCEAN,5.8352941176470585
-117.81,33.79,23,3114,610.0,2045,577,3.75,211900,<1H OCEAN,5.650666666666667
-117.82,33.78,25,4977,645.0,2061,646,6.58,318500,<1H OCEAN,4.840425531914893
-117.81,33.78,27,3589,507.0,1484,495,5.7934,270500,<1H OCEAN,4.669106224324231
-117.82,33.78,28,4485,667.0,2048,685,5.4562,274700,<1H OCEAN,5.034639492687218
-117.81,33.82,20,2819,319.0,1019,319,12.2092,500001,<1H OCEAN,4.095280608066049
-117.8,33.83,17,2971,350.0,1180,346,11.1228,500001,<1H OCEAN,4.4952799654763185
-117.82,33.82,22,3173,372.0,1181,355,8.3637,500001,<1H OCEAN,5.97822733957459
-117.81,33.81,19,3154,390.0,1404,384,8.9257,431800,<1H OCEAN,4.837715809404304
-117.81,33.82,22,2898,335.0,1057,324,10.8111,500001,<1H OCEAN,4.624885534311957
-117.82,33.81,19,2556,304.0,822,260,9.9055,456900,<1H OCEAN,4.612588965726112
-117.83,33.82,26,3259,456.0,1354,459,5.7817,267600,<1H OCEAN,4.628396492381134
-117.83,33.82,23,1100,285.0,940,267,3.6953,150000,<1H OCEAN,4.0592103482802475
-117.83,33.81,24,3550,895.0,2828,834,2.8403,225600,<1H OCEAN,7.942822941238601
-117.82,33.81,25,2662,402.0,1247,401,5.4395,244000,<1H OCEAN,4.4857064068388635
-117.83,33.81,28,1972,315.0,970,326,5.4298,234200,<1H OCEAN,4.313234373273417
-117.82,33.81,30,2260,345.0,1182,341,6.0705,236700,<1H OCEAN,3.899184581171238
-117.85,33.79,46,1846,383.0,867,336,3.4234,200000,<1H OCEAN,5.84214523573056
-117.85,33.79,52,2102,403.0,898,365,3.6827,236800,<1H OCEAN,6.4300648980367665
-117.86,33.79,31,3523,922.0,2660,949,3.1792,146400,<1H OCEAN,4.604932058379467
-117.85,33.79,52,1963,430.0,1197,415,3.8929,211000,<1H OCEAN,5.420123815150659
-117.85,33.78,23,3187,870.0,1977,852,3.3939,212100,<1H OCEAN,6.2494475382303545
-117.86,33.78,25,2635,660.0,1710,634,3.125,215000,<1H OCEAN,6.88
-117.85,33.77,16,2186,511.0,908,466,4.575,225000,<1H OCEAN,4.918032786885246
-117.85,33.79,40,1251,336.0,729,343,2.4688,236400,<1H OCEAN,9.57550226830849
-117.86,33.79,34,1883,408.0,1227,424,3.8929,187500,<1H OCEAN,4.816460736212078
-117.86,33.78,21,2713,731.0,1952,722,2.6959,178800,<1H OCEAN,6.632293482695946
-117.87,33.78,21,2487,573.0,1515,494,4.3039,168500,<1H OCEAN,3.9150537884244527
-117.87,33.78,19,2813,567.0,1334,596,4.7208,173500,<1H OCEAN,3.675224538213862
-117.87,33.78,30,2022,522.0,1196,463,3.7454,186000,<1H OCEAN,4.966091739200086
-117.86,33.8,35,1683,347.0,1242,335,3.5172,190400,<1H OCEAN,5.4133970203571025
-117.86,33.79,42,1024,191.0,483,187,4.105,194500,<1H OCEAN,4.738124238733251
-117.87,33.79,25,2546,545.0,1543,521,4.192,219900,<1H OCEAN,5.245706106870229
-117.88,33.79,32,1484,295.0,928,295,5.1418,190300,<1H OCEAN,3.7010385468124003
-117.89,33.78,16,6352,1747.0,5085,1649,2.8835,193800,<1H OCEAN,6.720998786197329
-117.9,33.78,25,10336,2596.0,7111,2419,3.3627,197900,<1H OCEAN,5.885151812531596
-117.85,33.84,26,2095,280.0,793,261,6.6719,271700,<1H OCEAN,4.0723032419550655
-117.86,33.84,19,1725,392.0,920,400,3.0087,159400,<1H OCEAN,5.297969222587828
-117.85,33.84,17,2830,502.0,1370,459,5.1785,247300,<1H OCEAN,4.77551414502269
-117.85,33.83,26,1904,292.0,945,303,5.6784,232400,<1H OCEAN,4.092702169625246
-117.86,33.83,23,2377,403.0,1101,408,5.3439,227100,<1H OCEAN,4.249705271430978
-117.84,33.84,23,4388,864.0,2526,846,4.5217,219400,<1H OCEAN,4.852157374438817
-117.86,33.8,34,1793,480.0,1722,441,2.8235,153100,<1H OCEAN,5.42234814945989
-117.85,33.81,26,4186,767.0,2447,777,4.9917,248100,<1H OCEAN,4.970250616022597
-117.85,33.81,32,1766,322.0,876,330,4.0417,234500,<1H OCEAN,5.802014004008216
-117.85,33.8,34,1593,283.0,872,255,3.825,216700,<1H OCEAN,5.665359477124183
-117.85,33.8,40,1461,286.0,1322,264,4.3269,194100,<1H OCEAN,4.485890591416488
-117.84,33.81,26,5574,1025.0,2607,988,4.0324,244900,<1H OCEAN,6.073306219621069
-117.84,33.8,35,1490,251.0,629,257,4.3661,222100,<1H OCEAN,5.086919676599253
-117.84,33.8,34,2004,331.0,843,328,3.59,230600,<1H OCEAN,6.423398328690808
-117.86,33.82,9,1682,291.0,1015,271,6.6603,230900,<1H OCEAN,3.466810804318124
-117.84,33.82,24,10281,1689.0,4926,1629,4.7946,251200,<1H OCEAN,5.239227464230593
-117.84,33.84,23,6157,1129.0,2817,1073,5.0629,232600,<1H OCEAN,4.594204902328705
-117.89,33.84,35,3315,744.0,2425,687,3.5521,182800,<1H OCEAN,5.146251513189381
-117.89,33.83,35,2984,446.0,1435,455,5.6276,200800,<1H OCEAN,3.568128509488947
-117.9,33.83,33,3065,611.0,2204,606,3.8456,211800,<1H OCEAN,5.5075930934054504
-117.89,33.82,21,1591,298.0,904,297,4.8906,179100,<1H OCEAN,3.6621273463378725
-117.89,33.8,38,51,12.0,41,10,6.0224,187500,<1H OCEAN,3.1133767268862913
-117.89,33.82,24,1268,210.0,700,224,5.0605,216200,<1H OCEAN,4.27230510819089
-117.89,33.82,18,3197,809.0,1894,726,3.6761,140500,<1H OCEAN,3.821985256113816
-117.87,33.81,15,3082,536.0,1268,531,3.7604,280100,<1H OCEAN,7.448675672800766
-117.87,33.84,10,3381,729.0,1584,636,5.3812,235400,<1H OCEAN,4.37448896156991
-117.88,33.84,26,1499,290.0,755,277,3.5893,238500,<1H OCEAN,6.6447496726381186
-117.88,33.84,31,3301,712.0,1532,682,3.7303,223800,<1H OCEAN,5.999517465083238
-117.87,33.83,27,2287,,1140,351,5.6163,231000,<1H OCEAN,4.113028150205651
-117.88,33.83,22,3522,543.0,1706,524,6.4685,241200,<1H OCEAN,3.728839761923166
-117.88,33.83,25,1785,248.0,750,251,6.8407,266700,<1H OCEAN,3.8987238148142733
-117.88,33.82,17,2247,705.0,1382,618,3.8631,225000,<1H OCEAN,5.82433796691776
-117.88,33.82,26,1783,298.0,1048,306,6.0488,232000,<1H OCEAN,3.8354714984790372
-117.87,33.82,26,2435,346.0,1088,350,5.9397,249400,<1H OCEAN,4.198865262555348
-117.88,33.85,26,3924,781.0,2332,725,3.7772,223900,<1H OCEAN,5.927671290903315
-117.88,33.85,34,1127,185.0,588,181,4.375,224700,<1H OCEAN,5.136
-117.88,33.84,34,1410,214.0,837,240,6.1168,213900,<1H OCEAN,3.496926497515041
-117.88,33.84,33,1526,237.0,906,245,5.1782,225000,<1H OCEAN,4.345139237572901
-117.9,33.85,31,3413,764.0,2326,728,4.325,187100,<1H OCEAN,4.326011560693642
-117.9,33.85,35,1756,328.0,1026,332,3.6,193500,<1H OCEAN,5.375
-117.89,33.85,18,2036,414.0,1292,380,3.875,273000,<1H OCEAN,7.04516129032258
-117.9,33.85,32,1605,314.0,986,306,3.3375,186200,<1H OCEAN,5.579026217228464
-117.89,33.85,13,1583,474.0,1672,432,3.2303,201300,<1H OCEAN,6.231619354239545
-117.9,33.84,31,2043,468.0,1524,454,3.5329,187400,<1H OCEAN,5.304424127487334
-117.89,33.84,33,1587,374.0,1159,331,2.8021,195100,<1H OCEAN,6.962635166482282
-117.88,33.85,25,1234,351.0,507,285,2.3173,225000,<1H OCEAN,9.70957579942174
-117.88,33.84,25,1781,349.0,918,378,3.9286,262700,<1H OCEAN,6.6868604591966605
-117.87,33.84,23,1678,369.0,912,347,4.5,237300,<1H OCEAN,5.273333333333333
-117.87,33.84,25,1928,414.0,961,385,4.0724,231400,<1H OCEAN,5.6821530301542085
-117.87,33.84,16,1545,354.0,730,350,4.5112,139000,<1H OCEAN,3.081220074481291
-117.87,33.84,17,2395,410.0,1224,399,5.1182,249200,<1H OCEAN,4.868899222382869
-117.85,33.85,17,4678,1065.0,2427,1020,4.2276,254100,<1H OCEAN,6.010502412716435
-117.86,33.85,17,1131,236.0,622,244,4.9306,158500,<1H OCEAN,3.2146189104774265
-117.92,33.85,38,2082,532.0,1592,510,2.3704,166100,<1H OCEAN,7.0072561592980085
-117.92,33.84,45,2019,394.0,1549,377,4.6111,223000,<1H OCEAN,4.836156231701763
-117.92,33.85,44,1231,258.0,682,244,3.2344,170100,<1H OCEAN,5.259089784813257
-117.91,33.85,35,932,258.0,1147,267,2.7014,156700,<1H OCEAN,5.800695935440882
-117.91,33.84,35,1244,324.0,1603,322,2.9583,175400,<1H OCEAN,5.929080891052293
-117.91,33.85,22,1178,289.0,865,294,3.025,180000,<1H OCEAN,5.950413223140496
-117.91,33.84,29,1570,482.0,1849,430,2.6563,162500,<1H OCEAN,6.117531905281783
-117.93,33.85,27,1962,544.0,1492,481,1.9621,118100,<1H OCEAN,6.019061209928139
-117.94,33.85,26,1888,429.0,1550,458,3.3393,168600,<1H OCEAN,5.048962357380289
-117.93,33.85,33,2489,546.0,1857,444,2.9474,178400,<1H OCEAN,6.052792291511162
-117.93,33.85,31,2149,465.0,966,302,3.875,183900,<1H OCEAN,4.7458064516129035
-117.93,33.85,25,1026,288.0,1646,283,4.2019,163900,<1H OCEAN,3.9006163878245554
-117.93,33.85,36,2147,416.0,1011,392,3.2188,196900,<1H OCEAN,6.117186529141295
-117.94,33.85,37,588,121.0,436,104,4.275,186200,<1H OCEAN,4.355555555555555
-117.93,33.84,23,2870,653.0,1680,598,3.2301,189900,<1H OCEAN,5.879074951239899
-117.95,33.85,13,6963,1426.0,3892,1375,4.1325,203500,<1H OCEAN,4.924379915305505
-117.96,33.85,35,1175,191.0,568,186,4.125,189200,<1H OCEAN,4.586666666666667
-117.97,33.85,30,2513,476.0,1611,472,4.0061,182900,<1H OCEAN,4.565537555228277
-117.96,33.85,36,1951,365.0,1254,358,4.8438,185700,<1H OCEAN,3.833766877245138
-117.95,33.84,32,1378,492.0,1202,448,3.4028,183700,<1H OCEAN,5.398495356765017
-117.95,33.84,19,1749,406.0,969,391,3.75,173400,<1H OCEAN,4.624
-117.95,33.84,34,1229,215.0,1035,218,3.5455,180000,<1H OCEAN,5.076857989000141
-117.94,33.84,25,4016,831.0,2166,774,3.1884,135400,<1H OCEAN,4.246644084807427
-117.94,33.84,28,604,207.0,615,212,3.6214,182100,<1H OCEAN,5.028442038990446
-117.98,33.85,23,2089,377.0,1085,362,4.765,181500,<1H OCEAN,3.809024134312697
-117.98,33.84,33,2291,439.0,1187,405,3.9539,191100,<1H OCEAN,4.8332026606641545
-117.98,33.84,35,984,179.0,661,199,5.0747,189600,<1H OCEAN,3.7361814491497034
-117.97,33.85,45,818,147.0,546,152,5.1057,170700,<1H OCEAN,3.343322169340149
-117.96,33.84,31,2265,537.0,1617,507,3.4583,186300,<1H OCEAN,5.387039875083134
-117.97,33.84,34,874,153.0,549,153,4.8667,186800,<1H OCEAN,3.838329874452915
-117.97,33.84,35,793,128.0,589,137,5.25,190200,<1H OCEAN,3.6228571428571428
-117.97,33.84,25,2471,518.0,1539,500,4.2679,191700,<1H OCEAN,4.491670376531784
-117.97,33.84,18,1063,209.0,462,223,2.8348,219000,<1H OCEAN,7.725412727529279
-117.99,33.84,31,2982,547.0,1895,570,4.9115,255500,<1H OCEAN,5.202076758627711
-117.97,33.83,16,2035,564.0,1118,503,3.2546,187500,<1H OCEAN,5.761076630000614
-117.98,33.84,31,1252,225.0,714,226,4.6042,220700,<1H OCEAN,4.7934494591894365
-117.98,33.83,17,3506,992.0,2104,893,3.3006,185800,<1H OCEAN,5.62927952493486
-118.0,33.82,21,2253,580.0,1536,500,3.2326,204700,<1H OCEAN,6.332364041328961
-118.01,33.82,31,1960,380.0,1356,356,4.0625,225900,<1H OCEAN,5.560615384615384
-118.01,33.83,24,4639,1374.0,3093,1257,2.5577,202300,<1H OCEAN,7.909449896391289
-118.01,33.83,23,1086,268.0,825,250,2.4609,219600,<1H OCEAN,8.92356454955504
-118.0,33.83,26,1718,385.0,1022,368,3.9333,196100,<1H OCEAN,4.985635471487046
-118.0,33.83,24,2578,580.0,1217,529,2.2401,212500,<1H OCEAN,9.486183652515512
-118.0,33.82,18,2947,559.0,1820,551,4.5294,224800,<1H OCEAN,4.9631297743630505
-117.99,33.83,25,3434,835.0,1749,657,3.2539,199000,<1H OCEAN,6.115738037432005
-117.99,33.82,19,1991,528.0,1202,460,3.1538,252100,<1H OCEAN,7.993531612657746
-117.99,33.83,35,1484,252.0,916,248,5.2657,191400,<1H OCEAN,3.6348443701692084
-117.99,33.82,33,2342,475.0,1367,509,4.1167,215500,<1H OCEAN,5.2347754269196205
-117.98,33.83,17,3419,932.0,2460,766,3.2823,228500,<1H OCEAN,6.9615818176278825
-117.98,33.82,34,1038,175.0,578,174,4.9219,200000,<1H OCEAN,4.063471423637213
